MIEJSCOWOŚĆ 	 WIELKOŚĆ 	 ODLEGŁOŚĆ DO MORZA 	 NAZWA 	 DATA 	 CENA ZA CAŁOŚĆ 	 CENA ZA DZIEŃ 	 NR TELEFONU 	 LINK 
Jamno 	 0 	 0.86 km 	 Pensjonat Labedz 	 17.08.2020 - 26.08.2020 	 € 780.66 	 86.74 	 --- 	 https://www.booking.com/hotel/pl/pensjonat-labedz.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=240114102_196335385_4_0_0%2C240114101_196335385_0_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=4&highlighted_blocks=240114102_196335385_4_0_0%2C240114101_196335385_0_0_0&hpos=4&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=240114102_196335385_4_0_0__206099%2C240114101_196335385_0_0_0__138599&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Marszałek Mielno 	 17.08.2020 - 26.08.2020 	 € 805.12 	 89.46 	 --- 	 https://www.booking.com/hotel/pl/marszalek-mielno.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=349722104_174709001_4_0_0%2C349722102_174709001_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=1&highlighted_blocks=349722104_174709001_4_0_0%2C349722102_174709001_2_0_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=349722104_174709001_4_0_0__207000%2C349722102_174709001_2_0_0__148500&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Hostel Hostel Dworek Osiecki KORAL 	 17.08.2020 - 26.08.2020 	 € 856.08 	 95.12 	 --- 	 https://www.booking.com/hotel/pl/hostel-dworek-osiecki-koral.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=246996602_103679830_3_1_0%2C246996602_103679830_3_1_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=2&highlighted_blocks=246996602_103679830_3_1_0%2C246996602_103679830_3_1_0&hpos=2&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=246996602_103679830_3_1_0__188999%2C246996602_103679830_3_1_0__188999&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Azaliowa12 	 17.08.2020 - 26.08.2020 	 THB 25,298.55 	 2810.95 	 --- 	 https://www.booking.com/hotel/pl/azaliowa12.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=627818908_244557673_3_0_0%2C627818909_244557673_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=19&highlighted_blocks=627818908_244557673_3_0_0%2C627818909_244557673_3_0_0&hpos=19&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=627818908_244557673_3_0_0__152280%2C627818909_244557673_3_0_0__162360&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Vacation HomesOsrodek Nadmorski Osieki 	 17.08.2020 - 26.08.2020 	 THB 22,401.31 	 2489.03 	 --- 	 https://www.booking.com/hotel/pl/osrodkeknadmorskiosieki.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=378045701_187598353_6_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=14&highlighted_blocks=378045701_187598353_6_0_0&hpos=14&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=378045701_187598353_6_0_0__281340&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 POKOJE GOŚCINNE BRYZA 	 17.08.2020 - 26.08.2020 	 HK$ 7,499.70 	 833.30 	 --- 	 https://www.booking.com/hotel/pl/pokoje-goscinne-bryza.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=498168504_181784272_4_0_0%2C498168510_181784272_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=23&highlighted_blocks=498168504_181784272_4_0_0%2C498168510_181784272_2_0_0&hpos=23&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=498168504_181784272_4_0_0__212000%2C498168510_181784272_2_0_0__152000&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Guesthouse Tawerna Michałowscy 	 17.08.2020 - 26.08.2020 	 € 738.27 	 82.03 	 --- 	 https://www.booking.com/hotel/pl/tawerna-michalowscy.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=630922013_272727038_2_0_0%2C630922023_272727038_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=13&highlighted_blocks=630922013_272727038_2_0_0%2C630922023_272727038_2_0_0&hpos=13&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=630922013_272727038_2_0_0__178740%2C630922023_272727038_2_0_0__147240&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 "U IZY" Pokoje gościnne i przyczepy campingowe 	 17.08.2020 - 26.08.2020 	 € 672.63 	 74.74 	 --- 	 https://www.booking.com/hotel/pl/quot-u-izy-quot-pokoje-goscinne-i-przyczepy-campingowe.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=254291210_114127216_3_0_0%2C254291204_114127216_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=21&highlighted_blocks=254291210_114127216_3_0_0%2C254291204_114127216_3_0_0&hpos=21&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=254291210_114127216_3_0_0__128250%2C254291204_114127216_3_0_0__168750&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Porto Mielno- Guest House 	 17.08.2020 - 26.08.2020 	 € 725.22 	 80.58 	 --- 	 https://www.booking.com/hotel/pl/porto-mielno.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=507495810_174755372_3_0_0%2C507495803_174755372_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=12&highlighted_blocks=507495810_174755372_3_0_0%2C507495803_174755372_3_0_0&hpos=12&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=507495810_174755372_3_0_0__139860%2C507495803_174755372_3_0_0__180360&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Alka 	 17.08.2020 - 26.08.2020 	 € 691.32 	 76.81 	 --- 	 https://www.booking.com/hotel/pl/alka-mielno.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=362312501_120174053_3_0_0%2C362312510_120174053_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=16&highlighted_blocks=362312501_120174053_3_0_0%2C362312510_120174053_2_0_0&hpos=16&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=362312501_120174053_3_0_0__196749%2C362312510_120174053_2_0_0__108500&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Resort Village Kwatery w Mielnie 	 17.08.2020 - 26.08.2020 	 THB 32,150.03 	 3572.23 	 --- 	 https://www.booking.com/hotel/pl/kwatera-w-mielnie.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=359972205_265810247_4_0_0%2C359972202_265810247_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=11&highlighted_blocks=359972205_265810247_4_0_0%2C359972202_265810247_3_0_0&hpos=11&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=359972205_265810247_4_0_0__206300%2C359972202_265810247_3_0_0__184800&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Campground Baraky Mielno Camping Style 	 17.08.2020 - 26.08.2020 	 Rp 5,278,601 	 586511.22 	 --- 	 https://www.booking.com/hotel/pl/baraky-mielno-camping-style.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=643554605_263485414_4_0_0%2C643554605_263485414_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=3&highlighted_blocks=643554605_263485414_4_0_0%2C643554605_263485414_2_0_0&hpos=3&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=643554605_263485414_4_0_0__87480%2C643554605_263485414_2_0_0__48240&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Dom Wczasowy Alga w Łazach pokoje i apartamenty 	 17.08.2020 - 26.08.2020 	 THB 31,361.84 	 3484.65 	 --- 	 https://www.booking.com/hotel/pl/dom-wczasowy-alga-w-lazach.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=101683103_175115861_6_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=6&highlighted_blocks=101683103_175115861_6_0_0&hpos=6&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=101683103_175115861_6_0_0__389340&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Lodge HAPPY DOMKI Podamirowo 	 17.08.2020 - 26.08.2020 	 HK$ 6,181.08 	 686.79 	 --- 	 https://www.booking.com/hotel/pl/happy-domki-podamirowo.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=664494101_272399856_0_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=7&highlighted_blocks=664494101_272399856_0_0_0&hpos=7&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=664494101_272399856_0_0_0__327777&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Villa Siesta 	 17.08.2020 - 26.08.2020 	 € 820.97 	 91.22 	 --- 	 https://www.booking.com/hotel/pl/villa-siesta-mielno1.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=90003204_226145050_0_2_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=22&highlighted_blocks=90003204_226145050_0_2_0&hpos=22&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=90003204_226145050_0_2_0__362500&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Villa ASTER 	 17.08.2020 - 26.08.2020 	 € 888.28 	 98.70 	 --- 	 https://www.booking.com/hotel/pl/villa-aster.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=278341610_204767595_2_0_0%2C278341609_204767595_2_0_0%2C278341603_204767595_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=8&highlighted_blocks=278341610_204767595_2_0_0%2C278341609_204767595_2_0_0%2C278341603_204767595_2_0_0&hpos=8&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=278341610_204767595_2_0_0__129239%2C278341609_204767595_2_0_0__129239%2C278341603_204767595_2_0_0__133740&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Karmax2 	 17.08.2020 - 26.08.2020 	 THB 25,720.02 	 2857.78 	 --- 	 https://www.booking.com/hotel/pl/karmax2.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=648617704_265788450_3_0_0%2C648617706_265788450_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=17&highlighted_blocks=648617704_265788450_3_0_0%2C648617706_265788450_3_0_0&hpos=17&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=648617704_265788450_3_0_0__158750%2C648617706_265788450_3_0_0__164749&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jamno 	 0 	 0.86 km 	 Granik Pokoje Gościnne 	 17.08.2020 - 26.08.2020 	 € 882.58 	 98.06 	 --- 	 https://www.booking.com/hotel/pl/granik-pokoje-goscinne.html?label=gen173nr-1FCAEoggI46AdIM1gEaHGIAQGYATG4ARnIAQzYAQHoAQH4AQKIAgGoAgO4ArXtqPkFwAIB0gIkZDNkZWUzYjItZDQyZS00MjIxLTllNDAtODA2MTNiMDI3OTAw2AIF4AIB&sid=918b5073eb4122fda302f5e4942cd19f&age=15&age=15&all_sr_blocks=345355903_171789660_5_0_0%2C345355904_171789660_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=14223&dest_type=region&group_adults=4&group_children=2&hapos=15&highlighted_blocks=345355903_171789660_5_0_0%2C345355904_171789660_2_0_0&hpos=15&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=345355903_171789660_5_0_0__225449%2C345355904_171789660_2_0_0__164250&srepoch=1596602116&srpvid=57c52042f8110182&ucfs=1&from=searchresults#hotelTmpl 
Jastarnia 	 3925 	 0.57 km 	 Campground Przyczepa TABBERT 660 Jastarnia 	 17.08.2020 - 26.08.2020 	 € 849.28 	 94.36 	 --- 	 https://www.booking.com/hotel/pl/przyczema-tabbert-660.html?label=gen173nr-1FCAEoggI46AdIM1gEaN0BiAEBmAExuAEZyAEM2AEB6AEB-AECiAIBqAIDuAL2-aj5BcACAdICJGNmOWJlNzg3LWIzMGItNGU4Zi04NGU0LThlODEzYTQ2MWNhMtgCBeACAQ&sid=a13651846c37e664cfb229a0892e7224&age=15&age=15&all_sr_blocks=649210401_265855001_6_0_0&checkin=2020-08-16&checkout=2020-08-25&dest_id=-505400&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=2&highlighted_blocks=649210401_265855001_6_0_0&hpos=2&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=649210401_265855001_6_0_0__354200&srepoch=1596603687&srpvid=33c92353c71e00da&ucfs=1&from=searchresults#hotelTmpl 
Jastarnia 	 3925 	 0.57 km 	 Odyseusz Jastarnia 	 17.08.2020 - 26.08.2020 	 € 743.70 	 82.63 	 --- 	 https://www.booking.com/hotel/pl/odyseusz-jastarnia.html?label=gen173nr-1FCAEoggI46AdIM1gEaN0BiAEBmAExuAEZyAEM2AEB6AEB-AECiAIBqAIDuAL2-aj5BcACAdICJGNmOWJlNzg3LWIzMGItNGU4Zi04NGU0LThlODEzYTQ2MWNhMtgCBeACAQ&sid=a13651846c37e664cfb229a0892e7224&age=15&age=15&all_sr_blocks=89719003_256432667_0_0_0&checkin=2020-08-16&checkout=2020-08-25&dest_id=-505400&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=1&highlighted_blocks=89719003_256432667_0_0_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=89719003_256432667_0_0_0__316500&srepoch=1596603687&srpvid=33c92353c71e00da&ucfs=1&from=searchresults#hotelTmpl 
Jezierzany 	 0 	 1.15 km 	 Lodge Zakatek Baltyku 	 17.08.2020 - 26.08.2020 	 € 846.84 	 94.09 	 --- 	 https://www.booking.com/hotel/pl/zakatek-baltyku.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4Av79qPkFwAIB0gIkMWQ5MzE5ZTItMTBmYy00MDJlLWI5ZjgtNDEzMzg2MjIyNjA32AIF4AIB&sid=9a275cdf097daa0ea620edd67da6a836&age=15&age=15&all_sr_blocks=373156101_262934094_6_10_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-505844&dest_type=city&group_adults=4&group_children=2&hapos=1&highlighted_blocks=373156101_262934094_6_10_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=373156101_262934094_6_10_0__373920&srepoch=1596604221&srpvid=5609245e23df010d&ucfs=1&from=searchresults#hotelTmpl 
Jezierzany 	 0 	 1.15 km 	 Resort Village Willa Kaszub 	 17.08.2020 - 26.08.2020 	 HK$ 5,933.83 	 659.31 	 --- 	 https://www.booking.com/hotel/pl/willa-kaszub-jezierzany.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4Av79qPkFwAIB0gIkMWQ5MzE5ZTItMTBmYy00MDJlLWI5ZjgtNDEzMzg2MjIyNjA32AIF4AIB&sid=9a275cdf097daa0ea620edd67da6a836&age=15&age=15&all_sr_blocks=322228719_114457645_4_0_0%2C322228709_114457645_4_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-505844&dest_type=city&group_adults=4&group_children=2&hapos=2&highlighted_blocks=322228719_114457645_4_0_0%2C322228709_114457645_4_0_0&hpos=2&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=322228719_114457645_4_0_0__151920%2C322228709_114457645_4_0_0__147960&srepoch=1596604221&srpvid=5609245e23df010d&ucfs=1&from=searchresults#hotelTmpl 
Jeżyce 	 0 	 4.26 km 	 Pentagos 	 17.08.2020 - 26.08.2020 	 HK$ 7,398.75 	 822.08 	 --- 	 https://www.booking.com/hotel/pl/pentagos-poznan.html?label=gen173nr-1FCAEoggI46AdIM1gEaJUCiAEBmAExuAEZyAEM2AEB6AEB-AECiAIBqAIDuAK2gKn5BcACAdICJDk3YTBlYTViLWMxNmYtNDU2My04NWMyLWNjOWNjZTZlMWIzNdgCBeACAQ&sid=604bec9be5a25b837d628111f10d42e4&age=15&age=15&all_sr_blocks=24038001_190232238_2_2_0%2C24038001_190232238_2_2_0%2C24038005_190232238_2_2_0&checkin=2020-08-16&checkout=2020-08-25&dest_id=2453&dest_type=district&group_adults=4&group_children=2&hapos=8&highlighted_blocks=24038001_190232238_2_2_0%2C24038001_190232238_2_2_0%2C24038005_190232238_2_2_0&hpos=8&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=24038001_190232238_2_2_0__117000%2C24038001_190232238_2_2_0__117000%2C24038005_190232238_2_2_0__125100&srepoch=1596604535&srpvid=863e24fb46120068&ucfs=1&from=searchresults#hotelTmpl 
